age	workclass	fnlwgt	education	education.num	marital.status	occupation	relationship	race	sex	capital.gain	capital.loss	hours.per.week	native.country	income
34.83968297	Self-emp-not-inc	173513.7933	Masters	9.999441822	Divorced	Exec-managerial	Not-in-family	White	Male	1675.947685	44.57854451	40.53014448	United-States	>50K
34.83696116	Private	173505.8384	7th-8th	9.999373695	Married-civ-spouse	Craft-repair	Husband	White	Male	1676.524316	44.56900136	40.53041228	United-States	<=50K
34.83423935	Private	173497.8836	10th	9.999305569	Never-married	Priv-house-serv	Own-child	White	Male	1677.100946	44.55945821	40.53068007	United-States	<=50K
34.83151753	Private	173489.9287	HS-grad	9.999237443	Married-civ-spouse	Craft-repair	Husband	Other	Male	1677.677577	44.54991506	40.53094787	United-States	<=50K
34.82879572	Federal-gov	173481.9739	HS-grad	9.999169317	Married-civ-spouse	Handlers-cleaners	Husband	Asian-Pac-Islander	Male	1678.254208	44.5403719	40.53121567	United-States	<=50K
34.82607391	Self-emp-not-inc	173474.019	Bachelors	9.999101191	Divorced	Prof-specialty	Not-in-family	White	Female	1678.830839	44.53082875	40.53148346	United-States	<=50K
34.8233521	Private	173466.0642	HS-grad	9.999033064	Married-civ-spouse	Machine-op-inspct	Husband	Black	Male	1679.40747	44.5212856	40.53175126	United-States	<=50K
34.82063028	Private	173458.1094	11th	9.998964938	Never-married	Adm-clerical	Own-child	White	Female	1679.9841	44.51174244	40.53201906	United-States	<=50K
34.81790847	Private	173450.1545	HS-grad	9.998896812	Never-married	Craft-repair	Unmarried	White	Male	1680.560731	44.50219929	40.53228686	United-States	<=50K
34.81518666	Private	173442.1997	Bachelors	9.998828686	Married-civ-spouse	Protective-serv	Husband	White	Male	1681.137362	44.49265614	40.53255465	United-States	<=50K
34.81246485	Private	173434.2448	HS-grad	9.99876056	Never-married	Prof-specialty	Not-in-family	White	Male	1681.713993	44.48311298	40.53282245	United-States	<=50K
34.80974303	Private	173426.29	Bachelors	9.998692433	Never-married	Exec-managerial	Own-child	White	Female	1682.290623	44.47356983	40.53309025	United-States	<=50K
34.80702122	Private	173418.3351	HS-grad	9.998624307	Never-married	Exec-managerial	Not-in-family	White	Female	1682.867254	44.46402668	40.53335805	United-States	<=50K
34.80429941	Private	173410.3803	Some-college	9.998556181	Never-married	Sales	Not-in-family	White	Male	1683.443885	44.45448352	40.53362584	United-States	<=50K
34.8015776	Private	173402.4254	Some-college	9.998488055	Married-civ-spouse	Prof-specialty	Husband	White	Male	1684.020516	44.44494037	40.53389364	United-States	>50K
34.79885578	Private	173394.4706	Some-college	9.998419929	Divorced	Adm-clerical	Not-in-family	White	Female	1684.597146	44.43539722	40.53416144	United-States	<=50K
34.79613397	Private	173386.5157	Bachelors	9.998351802	Never-married	Exec-managerial	Own-child	Black	Female	1685.173777	44.42585406	40.53442924	United-States	<=50K
34.79341216	Self-emp-not-inc	173378.5609	Assoc-voc	9.998283676	Widowed	Prof-specialty	Unmarried	White	Female	1685.750408	44.41631091	40.53469703	United-States	<=50K
34.79069035	Private	173370.606	HS-grad	9.99821555	Never-married	Protective-serv	Unmarried	White	Male	1686.327039	44.40676776	40.53496483	United-States	<=50K
34.78796853	Private	173362.6512	Assoc-voc	9.998147424	Never-married	Handlers-cleaners	Own-child	White	Female	1686.90367	44.3972246	40.53523263	United-States	<=50K
34.78524672	Private	173354.6963	HS-grad	9.998079298	Divorced	Handlers-cleaners	Other-relative	White	Male	1687.4803	44.38768145	40.53550043	United-States	<=50K
34.78252491	Private	173346.7415	HS-grad	9.998011171	Married-civ-spouse	Craft-repair	Husband	White	Male	1688.056931	44.3781383	40.53576822	United-States	>50K
34.7798031	Private	173338.7867	Assoc-acdm	9.997943045	Never-married	Exec-managerial	Not-in-family	White	Male	1688.633562	44.36859515	40.53603602	United-States	<=50K
34.77708128	Private	173330.8318	Bachelors	9.997874919	Never-married	Sales	Not-in-family	White	Male	1689.210193	44.35905199	40.53630382	United-States	<=50K
34.77435947	Private	173322.877	10th	9.997806793	Divorced	Other-service	Not-in-family	Black	Female	1689.786823	44.34950884	40.53657161	United-States	<=50K
34.77163766	Local-gov	173314.9221	Bachelors	9.997738667	Married-civ-spouse	Prof-specialty	Wife	White	Female	1690.363454	44.33996569	40.53683941	United-States	<=50K
34.76891584	Private	173306.9673	Some-college	9.99767054	Married-civ-spouse	Prof-specialty	Husband	White	Male	1690.940085	44.33042253	40.53710721	United-States	<=50K
34.76619403	Private	173299.0124	HS-grad	9.997602414	Never-married	Machine-op-inspct	Not-in-family	Black	Female	1691.516716	44.32087938	40.53737501	United-States	<=50K
34.76347222	Private	173291.0576	Bachelors	9.997534288	Never-married	Prof-specialty	Not-in-family	White	Female	1692.093346	44.31133623	40.5376428	United-States	<=50K
34.76075041	Private	173283.1027	Assoc-voc	9.997466162	Never-married	Craft-repair	Not-in-family	White	Male	1692.669977	44.30179307	40.5379106	United-States	<=50K
34.75802859	Self-emp-not-inc	173275.1479	Bachelors	9.997398036	Married-civ-spouse	Sales	Husband	White	Male	1693.246608	44.29224992	40.5381784	United-States	<=50K
34.75530678	Private	173267.193	Some-college	9.997329909	Married-civ-spouse	Adm-clerical	Wife	White	Female	1693.823239	44.28270677	40.5384462	United-States	>50K
34.75258497	Private	173259.2382	HS-grad	9.997261783	Never-married	Machine-op-inspct	Not-in-family	White	Female	1694.39987	44.27316361	40.53871399	United-States	<=50K
34.74986316	Private	173251.2833	Bachelors	9.997193657	Married-spouse-absent	Exec-managerial	Not-in-family	White	Male	1694.9765	44.26362046	40.53898179	United-States	>50K
34.74714134	Private	173243.3285	5th-6th	9.997125531	Never-married	Handlers-cleaners	Not-in-family	White	Male	1695.553131	44.25407731	40.53924959	Mexico	<=50K
34.74441953	Federal-gov	173235.3736	Bachelors	9.997057405	Married-civ-spouse	Exec-managerial	Husband	White	Male	1696.129762	44.24453415	40.53951739	United-States	<=50K
34.74169772	Private	173227.4188	HS-grad	9.996989278	Divorced	Adm-clerical	Unmarried	White	Female	1696.706393	44.234991	40.53978518	United-States	<=50K
34.73897591	State-gov	173219.4639	Some-college	9.996921152	Separated	Tech-support	Not-in-family	White	Male	1697.283023	44.22544785	40.54005298	United-States	<=50K
34.73625409	Private	173211.5091	Bachelors	9.996853026	Married-civ-spouse	Exec-managerial	Husband	White	Male	1697.859654	44.2159047	40.54032078	United-States	>50K
age	workclass	fnlwgt	education	education.num	marital.status	occupation	relationship	race	sex	capital.gain	capital.loss	hours.per.week	native.country	income
34.73353228	Private	173203.5543	Some-college	9.9967849	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	1698.436285	44.20636154	40.54058857	United-States	<=50K
34.73081047	Private	173195.5994	Some-college	9.996716774	Never-married	Sales	Own-child	White	Male	1699.012916	44.19681839	40.54085637	United-States	<=50K
34.72808866	Private	173187.6446	Some-college	9.996648647	Married-civ-spouse	Tech-support	Wife	White	Female	1699.589546	44.18727524	40.54112417	United-States	<=50K
34.72536684	Private	173179.6897	11th	9.996580521	Never-married	Sales	Not-in-family	White	Male	1700.166177	44.17773208	40.54139197	United-States	<=50K
34.72264503	Private	173171.7349	Some-college	9.996512395	Never-married	Adm-clerical	Own-child	White	Female	1700.742808	44.16818893	40.54165976	?	<=50K
34.71992322	Private	173163.78	Some-college	9.996444269	Widowed	Adm-clerical	Unmarried	Black	Female	1701.319439	44.15864578	40.54192756	United-States	<=50K
34.71720141	Private	173155.8252	Bachelors	9.996376143	Never-married	Craft-repair	Not-in-family	White	Female	1701.89607	44.14910262	40.54219536	United-States	<=50K
34.71447959	Private	173147.8703	12th	9.996308016	Married-civ-spouse	Craft-repair	Wife	White	Female	1702.4727	44.13955947	40.54246316	United-States	<=50K
34.71175778	Private	173139.9155	7th-8th	9.99623989	Married-civ-spouse	Handlers-cleaners	Husband	Other	Male	1703.049331	44.13001632	40.54273095	Puerto-Rico	<=50K
34.70903597	Private	173131.9606	HS-grad	9.996171764	Never-married	Machine-op-inspct	Unmarried	Black	Female	1703.625962	44.12047316	40.54299875	United-States	<=50K
34.70631416	Private	173124.0058	HS-grad	9.996103638	Divorced	Other-service	Not-in-family	White	Male	1704.202593	44.11093001	40.54326655	United-States	<=50K
34.70359234	?	173116.0509	Some-college	9.996035512	Never-married	?	Own-child	White	Female	1704.779223	44.10138686	40.54353435	United-States	<=50K
34.70087053	Private	173108.0961	Bachelors	9.995967385	Married-civ-spouse	Exec-managerial	Husband	White	Male	1705.355854	44.0918437	40.54380214	United-States	<=50K
34.69814872	Private	173100.1412	HS-grad	9.995899259	Divorced	Machine-op-inspct	Own-child	White	Female	1705.932485	44.08230055	40.54406994	United-States	<=50K
34.69542691	Private	173092.1864	HS-grad	9.995831133	Married-civ-spouse	Craft-repair	Husband	White	Male	1706.509116	44.0727574	40.54433774	United-States	<=50K
34.69270509	Private	173084.2316	11th	9.995763007	Never-married	Handlers-cleaners	Not-in-family	White	Male	1707.085746	44.06321424	40.54460553	United-States	<=50K
34.68998328	Private	173076.2767	Some-college	9.995694881	Never-married	Adm-clerical	Other-relative	White	Male	1707.662377	44.05367109	40.54487333	United-States	<=50K
34.68726147	Private	173068.3219	Assoc-acdm	9.995626754	Married-civ-spouse	Exec-managerial	Husband	White	Male	1708.239008	44.04412794	40.54514113	United-States	>50K
34.68453966	Private	173060.367	Masters	9.995558628	Married-civ-spouse	Exec-managerial	Husband	White	Male	1708.815639	44.03458479	40.54540893	United-States	>50K
34.68181784	Private	173052.4122	Some-college	9.995490502	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	1709.39227	44.02504163	40.54567672	United-States	<=50K
34.67909603	?	173044.4573	5th-6th	9.995422376	Married-civ-spouse	?	Husband	White	Male	1709.9689	44.01549848	40.54594452	United-States	<=50K
34.67637422	Private	173036.5025	HS-grad	9.99535425	Married-civ-spouse	Sales	Husband	White	Male	1710.545531	44.00595533	40.54621232	United-States	<=50K
34.67365241	Private	173028.5476	Some-college	9.995286123	Married-civ-spouse	Craft-repair	Husband	White	Male	1711.122162	43.99641217	40.54648012	United-States	<=50K
34.67093059	Private	173020.5928	HS-grad	9.995217997	Never-married	Other-service	Own-child	White	Female	1711.698793	43.98686902	40.54674791	United-States	<=50K
34.66820878	Private	173012.6379	HS-grad	9.995149871	Never-married	Adm-clerical	Not-in-family	White	Female	1712.275423	43.97732587	40.54701571	United-States	<=50K
34.66548697	Private	173004.6831	Some-college	9.995081745	Divorced	Other-service	Not-in-family	White	Female	1712.852054	43.96778271	40.54728351	United-States	<=50K
34.66276516	Local-gov	172996.7282	Bachelors	9.995013619	Divorced	Exec-managerial	Not-in-family	White	Male	1713.428685	43.95823956	40.54755131	United-States	<=50K
34.66004334	Private	172988.7734	HS-grad	9.994945492	Separated	Sales	Unmarried	White	Female	1714.005316	43.94869641	40.5478191	United-States	<=50K
34.65732153	Private	172980.8185	Bachelors	9.994877366	Never-married	Prof-specialty	Own-child	Black	Male	1714.581946	43.93915325	40.5480869	United-States	<=50K
34.65459972	Private	172972.8637	Some-college	9.99480924	Divorced	Tech-support	Unmarried	Black	Female	1715.158577	43.9296101	40.5483547	United-States	<=50K
34.65187791	State-gov	172964.9088	HS-grad	9.994741114	Married-civ-spouse	Exec-managerial	Husband	White	Male	1715.735208	43.92006695	40.54862249	United-States	>50K
34.64915609	Self-emp-inc	172956.954	Masters	9.994672988	Married-civ-spouse	Exec-managerial	Husband	White	Male	1716.311839	43.91052379	40.54889029	United-States	>50K
34.64643428	Private	172948.9992	HS-grad	9.994604861	Divorced	Craft-repair	Not-in-family	White	Male	1716.88847	43.90098064	40.54915809	United-States	<=50K
34.64371247	Federal-gov	172941.0443	Assoc-acdm	9.994536735	Divorced	Adm-clerical	Unmarried	White	Female	1717.4651	43.89143749	40.54942589	United-States	<=50K
34.64099066	Private	172933.0895	Some-college	9.994468609	Never-married	Adm-clerical	Not-in-family	White	Female	1718.041731	43.88189434	40.54969368	United-States	<=50K
34.63826884	Private	172925.1346	Some-college	9.994400483	Never-married	Craft-repair	Not-in-family	White	Male	1718.618362	43.87235118	40.54996148	United-States	<=50K
34.63554703	Self-emp-inc	172917.1798	Bachelors	9.994332357	Married-civ-spouse	Tech-support	Husband	White	Male	1719.194993	43.86280803	40.55022928	United-States	<=50K
34.63282522	Private	172909.2249	Assoc-acdm	9.99426423	Never-married	Sales	Not-in-family	Black	Male	1719.771623	43.85326488	40.55049708	United-States	<=50K
34.63010341	Private	172901.2701	Some-college	9.994196104	Never-married	Exec-managerial	Not-in-family	Black	Female	1720.348254	43.84372172	40.55076487	Jamaica	<=50K
34.62738159	Self-emp-inc	172893.3152	Bachelors	9.994127978	Married-civ-spouse	Exec-managerial	Husband	White	Male	1720.924885	43.83417857	40.55103267	United-States	>50K
34.62465978	Private	172885.3604	Assoc-acdm	9.994059852	Never-married	Adm-clerical	Not-in-family	Black	Female	1721.501516	43.82463542	40.55130047	United-States	<=50K
34.62193797	Private	172877.4055	HS-grad	9.993991726	Divorced	Exec-managerial	Not-in-family	White	Female	1722.078146	43.81509226	40.55156827	United-States	<=50K
34.61921616	Self-emp-inc	172869.4507	Bachelors	9.993923599	Divorced	Farming-fishing	Not-in-family	White	Male	1722.654777	43.80554911	40.55183606	United-States	<=50K
34.61649434	Private	172861.4958	Masters	9.993855473	Divorced	Exec-managerial	Unmarried	White	Female	1723.231408	43.79600596	40.55210386	United-States	<=50K
34.61377253	Private	172853.541	HS-grad	9.993787347	Never-married	Sales	Own-child	White	Female	1723.808039	43.7864628	40.55237166	United-States	<=50K
34.61105072	?	172845.5861	Assoc-voc	9.993719221	Married-civ-spouse	?	Husband	White	Male	1724.38467	43.77691965	40.55263946	United-States	>50K
34.60832891	Self-emp-not-inc	172837.6313	Doctorate	9.993651095	Married-civ-spouse	Prof-specialty	Husband	White	Male	1724.9613	43.7673765	40.55290725	United-States	<=50K
34.60560709	Private	172829.6765	Bachelors	9.993582968	Divorced	Prof-specialty	Not-in-family	White	Male	1725.537931	43.75783334	40.55317505	United-States	<=50K
34.60288528	Self-emp-not-inc	172821.7216	7th-8th	9.993514842	Never-married	Craft-repair	Own-child	White	Male	1726.114562	43.74829019	40.55344285	United-States	<=50K
34.60016347	Private	172813.7668	HS-grad	9.993446716	Married-civ-spouse	Farming-fishing	Husband	White	Male	1726.691193	43.73874704	40.55371064	United-States	>50K
34.59744166	Private	172805.8119	Bachelors	9.99337859	Married-civ-spouse	Sales	Husband	White	Male	1727.267823	43.72920388	40.55397844	United-States	<=50K
34.59471984	Private	172797.8571	Some-college	9.993310464	Never-married	Sales	Not-in-family	Amer-Indian-Eskimo	Female	1727.844454	43.71966073	40.55424624	United-States	<=50K
34.59199803	?	172789.9022	Assoc-acdm	9.993242337	Never-married	?	Not-in-family	White	Female	1728.421085	43.71011758	40.55451404	United-States	<=50K
34.58927622	Private	172781.9474	Assoc-acdm	9.993174211	Never-married	Adm-clerical	Own-child	White	Female	1728.997716	43.70057443	40.55478183	United-States	<=50K
34.58655441	Self-emp-not-inc	172773.9925	HS-grad	9.993106085	Married-civ-spouse	Exec-managerial	Husband	White	Male	1729.574346	43.69103127	40.55504963	United-States	<=50K
34.58383259	State-gov	172766.0377	Some-college	9.993037959	Never-married	Other-service	Not-in-family	Black	Male	1730.150977	43.68148812	40.55531743	United-States	<=50K
34.58111078	Private	172758.0828	HS-grad	9.992969833	Divorced	Craft-repair	Unmarried	White	Male	1730.727608	43.67194497	40.55558523	United-States	<=50K
34.57838897	Private	172750.128	Bachelors	9.992901706	Never-married	Sales	Not-in-family	White	Male	1731.304239	43.66240181	40.55585302	United-States	<=50K
34.57566716	Private	172742.1731	1st-4th	9.99283358	Married-civ-spouse	Exec-managerial	Husband	White	Male	1731.88087	43.65285866	40.55612082	United-States	>50K
34.57294534	Private	172734.2183	HS-grad	9.992765454	Married-civ-spouse	Exec-managerial	Husband	White	Male	1732.4575	43.64331551	40.55638862	United-States	>50K
34.57022353	Private	172726.2634	Some-college	9.992697328	Never-married	Adm-clerical	Own-child	White	Female	1733.034131	43.63377235	40.55665642	United-States	<=50K
34.56750172	Self-emp-not-inc	172718.3086	Some-college	9.992629202	Married-civ-spouse	Craft-repair	Husband	White	Male	1733.610762	43.6242292	40.55692421	United-States	<=50K
34.56477991	Private	172710.3537	HS-grad	9.992561075	Divorced	Craft-repair	Not-in-family	White	Male	1734.187393	43.61468605	40.55719201	United-States	>50K
34.56205809	Private	172702.3989	10th	9.992492949	Never-married	Other-service	Own-child	White	Male	1734.764023	43.60514289	40.55745981	United-States	<=50K
34.55933628	Private	172694.4441	HS-grad	9.992424823	Married-civ-spouse	Craft-repair	Husband	White	Male	1735.340654	43.59559974	40.5577276	United-States	<=50K
34.55661447	Private	172686.4892	Some-college	9.992356697	Divorced	Other-service	Unmarried	Black	Female	1735.917285	43.58605659	40.5579954	United-States	<=50K
